SampleID,k__Bacteria|Other|Other,k__Bacteria|p__Acidobacteria|c__Acidobacteria-6,k__Bacteria|p__Acidobacteria|c__Acidobacteriia,k__Bacteria|p__Acidobacteria|c__Solibacteres,k__Bacteria|p__Acidobacteria|c__Sva0725,k__Bacteria|p__Acidobacteria|c__[Chloracidobacteria],k__Bacteria|p__Actinobacteria|c__Acidimicrobiia,k__Bacteria|p__Actinobacteria|c__Actinobacteria,k__Bacteria|p__Actinobacteria|c__Coriobacteriia,k__Bacteria|p__Actinobacteria|c__MB-A2-108,k__Bacteria|p__Actinobacteria|c__Nitriliruptoria,k__Bacteria|p__Actinobacteria|c__OPB41,k__Bacteria|p__Actinobacteria|c__Thermoleophilia,k__Bacteria|p__Armatimonadetes|c__,k__Bacteria|p__Bacteroidetes|Other,k__Bacteria|p__Bacteroidetes|c__,k__Bacteria|p__Bacteroidetes|c__Bacteroidia,k__Bacteria|p__Bacteroidetes|c__Cytophagia,k__Bacteria|p__Bacteroidetes|c__Flavobacteriia,k__Bacteria|p__Bacteroidetes|c__Sphingobacteriia,k__Bacteria|p__Bacteroidetes|c__VC2_1_Bac22,k__Bacteria|p__Bacteroidetes|c__[Rhodothermi],k__Bacteria|p__Bacteroidetes|c__[Saprospirae],k__Bacteria|p__Chlorobi|c__OPB56,k__Bacteria|p__Chloroflexi|c__Anaerolineae,k__Bacteria|p__Chloroflexi|c__C0119,k__Bacteria|p__Chloroflexi|c__Ktedonobacteria,k__Bacteria|p__Chloroflexi|c__S085,k__Bacteria|p__Chloroflexi|c__TK10,k__Bacteria|p__Chloroflexi|c__Thermomicrobia,k__Bacteria|p__Cyanobacteria|Other,k__Bacteria|p__Cyanobacteria|c__,k__Bacteria|p__Cyanobacteria|c__4C0d-2,k__Bacteria|p__Cyanobacteria|c__Chloroplast,k__Bacteria|p__Cyanobacteria|c__ML635J-21,k__Bacteria|p__Cyanobacteria|c__Nostocophycideae,k__Bacteria|p__Cyanobacteria|c__Oscillatoriophycideae,k__Bacteria|p__Cyanobacteria|c__Synechococcophycideae,k__Bacteria|p__Elusimicrobia|c__Elusimicrobia,k__Bacteria|p__FBP|c__,k__Bacteria|p__Firmicutes|Other,k__Bacteria|p__Firmicutes|c__Bacilli,k__Bacteria|p__Firmicutes|c__Clostridia,k__Bacteria|p__Firmicutes|c__Erysipelotrichi,k__Bacteria|p__Fusobacteria|c__Fusobacteriia,k__Bacteria|p__Gemmatimonadetes|c__Gemm-1,k__Bacteria|p__Gemmatimonadetes|c__Gemm-3,k__Bacteria|p__Gemmatimonadetes|c__Gemm-5,k__Bacteria|p__Gemmatimonadetes|c__Gemmatimonadetes,k__Bacteria|p__Nitrospirae|c__Nitrospira,k__Bacteria|p__Planctomycetes|c__Phycisphaerae,k__Bacteria|p__Planctomycetes|c__Planctomycetia,k__Bacteria|p__Proteobacteria|Other,k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria,k__Bacteria|p__Proteobacteria|c__Betaproteobacteria,k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria,k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria,k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria,k__Bacteria|p__Proteobacteria|c__TA18,k__Bacteria|p__SR1|c__,k__Bacteria|p__Spirochaetes|c__Spirochaetes,k__Bacteria|p__Synergistetes|c__Synergistia,k__Bacteria|p__TM7|c__,k__Bacteria|p__TM7|c__TM7-1,k__Bacteria|p__TM7|c__TM7-3,k__Bacteria|p__Tenericutes|c__Mollicutes,k__Bacteria|p__Verrucomicrobia|c__Opitutae,k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae,k__Bacteria|p__WPS-2|c__,k__Bacteria|p__WS3|c__PRR-12,k__Bacteria|p__[Thermi]|c__Deinococci
A160V3WG.04,0,0,0,0,0,0,0,0.790296947,0,0,0,0,0,0,0,0,0.001631117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143621916,0.002195734,0,0.002174822,0,0,0,0,0,0,0,0,0.002174822,0.001421999,0,0,0.056336261,0,0,0,0,0,0,0,0,0,0,0,0,0.000146382
C160T0ST.04,0,0,0,0,0,0,0,0.337630553,0,0,0,0,0,0,0,0,0.009192066,0.000313042,0.00054071,8.54E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.602293748,0.013489285,0.000113834,0.002162839,0,0,0,0,0,0,0,0,0.000426876,0.000199209,0,0,0.033011753,0,0,0,0,0,0,0.000455335,0,0,0,0,0,8.54E-05
H160SSB6.04,0,0,0,0,0,0,0,0.735951924,0,0,0,0,0.000495632,0,0,0,0.000433678,0,0.00207546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.211820829,0.004057989,0,0,0,0,0,0,0,0,0,0,0,0.001301035,0,0,0.043863453,0,0,0,0,0,0,0,0,0,0,0,0,0
J160SNFF.04,0,0,0,0,0,0,0,0.163484299,0,0,0,0,0,0,0,0,0.004134448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16E-05,0,0,0,0,0,0,0,0.807132713,0.003881963,0,0.001451791,0,0,0,0,0,0,0,0,0,0.002651097,0,0,0.017105886,0,0,0,0,0,0,0.000126243,0,0,0,0,0,0
C160SM22.04,0,0,0,0,0,0,0,0.043187619,0,0,0,0,0,0,0,0,0.004010858,0,0.006725277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269132601,0.00818377,0,0,0,0,0,0,0,0,0,0,0,0.007657092,0,0,0.661102783,0,0,0,0,0,0,0,0,0,0,0,0,0
E160T4XZ.04,0,0,0,0,0,0,0,0.157662689,0,0,0,0,0,0,0,0,0.003879842,0,0.00417377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00235142,0,0,0,0,0,0,0,0.703427194,0.013755805,0,0.008465111,0,0,0,0,0,0,0,0,0,0.030156957,0,0,0.076127212,0,0,0,0,0,0,0,0,0,0,0,0,0
B160SV5C.04,0,0,0,0,0,0,0,0.223762539,0.00014419,0,0,0,0,0,0,0,0.001235916,0,0.000123592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000102993,0,0,0,0,0,0,0,0.754444147,0.000762148,0,0.000782747,0,0,0,0,0,0,0,0,0,0.002327641,0,0,0.016314087,0,0,0,0,0,0,0,0,0,0,0,0,0
F160VWJH.04,0,0,0,0,0,0,0,0.006222732,0,0,0,0,0,0,0,0,0.000183697,0,4.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.942755454,0.000160735,2.30E-05,4.59E-05,0,0,0,0,0,0,0,0,0,0.001423651,0,4.59E-05,0.049092997,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TN6B.04,0,0,0,0,0,0,0,0.518710934,8.12E-05,0,0,0,0,0,0,0,0.09091647,0,0.004545824,0,0,0,8.12E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.251643802,0.002678789,0,0.023459696,0,0,0,0,0,0,0,0,0.000162351,0.016235084,0,0.000405877,0.089942365,0,8.12E-05,0,0,0,0,0.000974105,0,0,0,0,0,8.12E-05
G160T88T.04,0,0,0,0,0,0,0,0.342265853,0.00011371,0,0,0,0,0,0,0,0.066406398,0,0.001629837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000758064,0,0,0,0,0,0,0,0.450479475,0.046999962,0,0.036121745,0,0,0,0,0,0,0,0,0,0.050941894,0,0.002046773,0.002198385,0,0,0,0,0,0,3.79E-05,0,0,0,0,0,0
F160T0K7.04,0,0,0,0,0,0,0,0.220731261,0,0,0,0,0,0,0,0,3.66E-05,0.002413163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774625229,0.000840951,0,0,0,0,0,0,0,0,0,0,0.000804388,0,0,0,0.000548446,0,0,0,0,0,0,0,0,0,0,0,0,0
F160QDNH.04,0,0,0,0,0,0,0,0.105783545,0,0,0,0,0,0,0,0,0.008679531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76627061,0.018286003,0,0,0,0,0,0,0,0,0,0,0,0.059043285,0,0.035813601,0.006123423,0,0,0,0,0,0,0,0,0,0,0,0,0
E160TDJC.04,0.000315477,0,0,0,0,0,0,0.51154647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001072623,0,0,0,0.000504764,0,0,0,0.480030286,0.000630955,0,0,0,0,0,0,0,0,0,0,0.001419648,0.00444823,0,0,3.15E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
D160SKZL.04,0,0,0,0,0,0,0,0.895461823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002028944,0.003265332,0,0,0,0,0,0,0.098356238,0.000523087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000364576,0,0,0,0,0,0,0,0,0,0,0,0,0
H160T0GJ.04,0,0,0,0,0,0,0,0.84113971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151713897,0.004671452,0,0,0,0,0,0,0,0,0,0,0,3.09E-05,0,0,0.002444004,0,0,0,0,0,0,0,0,0,0,0,0,0
D160V3FX.04,0,0,0,0,0,0,0,0.165333709,0,0,0,0,0,0,0,0,0.003773585,0,0.010898338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000478738,0,0,0,0,0,0,0,0.807350042,0.002956914,0,0,0,0,0,0,0,0,0,0,0.000985638,0.007997747,0,0,0.000225289,0,0,0,0,0,0,0,0,0,0,0,0,0
D160TX6Y.04,0,0,0,0,0,0,0,0.282870673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003888654,0,0,0,0,0,0,0,0.710006545,0.001039541,0,0,0,0,0,0,0,0,0,0,0.002156085,0,0,0,3.85E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
B160TZL5.04,0,0,0,0,0,0,0,0.156442877,0,0,0,0,0,0,0,0,0.028718982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371079481,0.012784986,0,0.012092203,0,0,0,0,0,0,0,0,0.003652853,0.032245875,0,0,0.382982743,0,0,0,0,0,0,0,0,0,0,0,0,0
C160SM92.04,0,0,0,0,0,0,0,0.002413802,0,0,0,0,0,0,0,0,0.008105293,0,0.003785858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000228676,0,0,0,0,0,0,0,0.974235841,0.006250476,0,0.000406535,0,0,0,0,0,0,0,0,0.00081307,2.54E-05,0,0.002896562,0.000838479,0,0,0,0,0,0,0,0,0,0,0,0,0
B160STBM.04,0,0,0,0,0,0,0,0.012467655,0,0,0,0,0,0,0,0,0.003352152,0,0.00952717,5.88E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.859856504,0.022641731,0,0,0,0,0,0,0,0,0,0,0.027758175,0.064102564,0,0,0.000235239,0,0,0,0,0,0,0,0,0,0,0,0,0
E160T95W.04,0,0,0.005710295,0.001068113,0,0,0,0.363692384,0,0,0,0,0,0,0,0,0.014542766,0,0.000616219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.522266042,0.012694109,8.22E-05,0.003697313,0,0,0.000205406,0,0,0,0,0,0.007024895,0.027483362,0,0,0.040300715,0,0,0,0,0,0,0.000534056,0,0,0,0,0,8.22E-05
J160VVBP.04,0,0,0,0,0,0,0,0.013425016,0.000625112,0,0,0,0,0,0,0,0.040929928,0,0.004107876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.915877835,0.006727392,0,0,0,0,0,0,0,0,0,0,0.00375067,0.010358993,0,0,0.004197178,0,0,0,0,0,0,0,0,0,0,0,0,0
E160STS0.04,0,0,0,0,0,0,0,0.003176304,0,0,0,0,0,0,0,0,0.003444185,0,0.009681987,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00030615,0,0,0,0,0,0,0,0.932034748,0.029237304,0,0.001071524,0,0,0,0,0,0,0,0,0.00118633,0.013585397,0,0.006276071,0,0,0,0,0,0,0,0,0,0,0,0,0,0
K160T3V0.04,3.30E-05,0,0,0,0,0,0.000891207,0.192962767,0.000132031,0,0,0,0.000264061,0,0,0,0.00521521,0.000330077,0.000594138,3.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.611730922,0.006172432,0,0.0004291,0,0,0,0,0,0,0,0,0.003729865,0.172696065,0,0.002178505,0.001320306,0,0,0,0,0,0,0.000396092,0,0,0,0,0,0.000891207
A160SSR7.04,0,0,0,0,0,0,0,0.010315605,0,0,0,0,0,0,0,0,0.059731151,0,0.003126826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85829924,0.026125073,0.001373466,0.003769725,0,0,0,0,0,0,0,0,2.92E-05,0.033781414,0,0.000584454,0.00131502,0,0,0,0,0,0,0.001548802,0,0,0,0,0,0
A160VCTN.04,0,0,0,0,0,0,0,0.000450639,0,0,0,0,0,0,0,0,0.03144816,0,0.007628674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004602955,0,0,0,0,0,0,0,0.82109634,0.036018927,0,0,0,0,0,0,0,0,0,0,0.085717964,0.005021405,0,0.002253195,0.005761741,0,0,0,0,0,0,0,0,0,0,0,0,0
D160T9RQ.04,0,0,0,0,0,0,0,0.000195599,0,0,0,0,0,0,0,0,0.001108394,0,0.000130399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.992273839,0.001173594,0,0.000684597,0,0,0,0,0,0,0,0,0.001369193,0.001336593,0,0,0.001727791,0,0,0,0,0,0,0,0,0,0,0,0,0
H160T497.04,0,0,0,0,0,0,0,0.115619473,0,0,0,0,0,0,0,0,0.033067503,0,0.011078114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.747272181,0.011845574,0.000200207,0.037572158,0,0,0,0,0,0,0,0,0.001935333,0.033734859,0,0,0.006740298,0,0,0,0,0,0,0.000934299,0,0,0,0,0,0
E160T3MJ.04,0,0,0,0,0,0,0,0.151006901,0,0,0,0,0,0,0,0,0.05365426,0,0.002460686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.656267677,0.064062677,0,0.050571332,0,0,0,0,0,0,0,0,0,0.021156239,0,0.000395972,0.000424256,0,0,0,0,0,0,0,0,0,0,0,0,0
E160THC7.04,0,0,0,0,0,0,0,0.001228124,0,0,0,0,0,0,0,0,0.009876164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.175724081,0.019087094,0,0,0,0,0,0,0,0,0,0,0,0.023590216,0,0,0.77049432,0,0,0,0,0,0,0,0,0,0,0,0,0
H160TLGX.04,0,0,0,0,0,0,0,0.031803459,0.003652402,0,0,0,0,0,0,0,0.031045414,0,0.007683826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.802115636,0.022534629,0,0.073427055,0,0,0,0,0,0,0,0,0.000895872,0.008372958,0,0,0.018227552,0,0,0,0,0,0,0.00020674,0,0,0,0,0,3.45E-05
E160V6VQ.04,0,0,0,0,0,0,0,0.431798267,0,0,0,0,0,0,0,0,0.025281537,0,0.00558206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469963976,0.024859637,0,0,0,0,0,0,0,0,0,0,0,0.002044592,0,0,0.040469932,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TKMG.04,0,0,0,0,0,0,0,0.00769044,0,0,0,0,0,0,0,0,0.015380879,0,0.006111876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.953654983,0.005990448,0,0,0,0,0,0,0,0,0,0,0.00141666,0.004533312,0,0,0.005221404,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SWQC.04,0,0,0,0,0,0,0,0.004060325,0,0,0,0,0,0,0,0,0.017014695,0,0.001314772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.939133797,0.024013921,0,0.000386698,0,0,0,0,0,0,0,0,0,0.012335654,0,0,0.001430781,0,0,0,0,0,0,0.000309358,0,0,0,0,0,0
F160T3LK.04,0,0,0,0,0,0,0,0.438872611,0,0,0,0,0,0,0,0,0.064266778,0,0.005106739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.381861309,0.041635273,0,0.028798661,0,0,0,0,0,0,0,0,0,0.033570532,0,0.002902191,0.002985908,0,0,0,0,0,0,0,0,0,0,0,0,0
G160V14Z.04,0,0,0,0,0,0,0,0.01036,0,0,0,0,0,0,0,0,0.00516,0,0.00156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53256,0.00568,0.00072,0.0024,0,0,0,0,0,0,0,0,0,0.07312,0,0.00216,0.36628,0,0,0,0,0,0,0,0,0,0,0,0,0
C160ST4X.04,0,0,0,0,0,0,0,0.081112999,0,0,0,0,0,0,0,0,0.046202149,0,0.008583691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009966299,0,0,0,0,0,0,0,0.749488723,0.025491834,0.000489674,0.016792926,0,0,0,0,0,0,0,0,2.88E-05,0.029610853,0,0.002189129,0.029812484,0,0,0,0,0,0,0.000230435,0,0,0,0,0,0
B160V6RJ.04,0,0,0,0,0,0,0,0.405146926,0,0,0,0,0,0,0,0,0.008507814,0,0.002504073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001086104,0,0,0,0,0,0,0,0.221444518,0.002745429,0,3.02E-05,0,0,0,0,0,0,0,0,0,0.004253907,0,0,0.35428106,0,0,0,0,0,0,0,0,0,0,0,0,0
E160SLLK.04,0,0,0,0,0,0,0,0.004527413,0,0,0,0,0,0,0,0,0.033862565,0,0.008992806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.865293972,0.014450509,0.001364426,0.013210122,0,0,0,0,0,0,0,0,0.001674522,0.037397668,0,0.018481766,0.000682213,0,0,0,0,0,0,6.20E-05,0,0,0,0,0,0
E160TZM2.04,0,0,0,0,0,0,0,0.651649767,0,0,0,0,0,0,0,0,0,0,0.001056908,0,0,0,0.000660567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090894078,0.001255078,0,0,0,0,0,0,0,0,0,0,0.000693596,0.000429369,0,0,0.253360637,0,0,0,0,0,0,0,0,0,0,0,0,0
K160TXSM.04,0,0,0,0,0,0,0,0.019886565,0,0,0,0,0,0,0,0,0.022722439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85976604,0.036370082,0,0.017901453,0,0,0,0,0,0,0,0,0,0.038248848,0,0.004785537,0.000319036,0,0,0,0,0,0,0,0,0,0,0,0,0
F160T77G.04,0,0,0,0,0,0,0,0.132265718,0,0,0,0,0.000757875,0,0,0,0.015915382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.262686174,0.010709108,0,3.30E-05,0,0,0,0,0,0,0,0,0.00029656,0.076018189,0,0,0.501318044,0,0,0,0,0,0,0,0,0,0,0,0,0
G160T8KL.04,0,0,0,0,0,0,0,0.002509958,0,0,0,0,0,0,0,0,0.006056638,0,0.000818465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.861106564,0.001527801,0,0.004419709,0,0,0,0,0,0,0,0,0,0.00330114,0,0,0.11993234,0,0,0,0,0,0,0.000327386,0,0,0,0,0,0
A160SZJV.04,0,0,0,0,0,0,0,0.00699966,6.80E-05,0,0,0,0,0,0,0,0.054298335,0,0.001698947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.842541624,0.015018688,0.001155284,0.003737683,0,0,0,0,0,0,0,0,0,0.067278287,0,0.005640503,0.00095141,0,0,0,0,0,0,0.000611621,0,0,0,0,0,0
B160SVNX.04,0,0,0,0,0,0,0,0.005300136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000215703,0,0,0,0,0,0,0,0.987982251,0.006501911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H160SQFK.04,3.70E-05,0,0,0,0,0,0,0.166691312,0,0,0,0,0,0,0,0,0.001737523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.830702403,0.000332717,0,0.000203327,0,0,0,0,0,0,0,0,0,0.000295749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H160T1KX.04,0,0,0,0,0,0,0,0.053065539,0,0,0,0,0.001849894,0,0,0,0.004915433,0,0.018710359,0,0,0,0.00269556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.749841438,0.028858351,0,0,0,0,0,0.001955603,0,0,0,0,0.000158562,0.133668076,0,0,0.004281184,0,0,0,0,0,0,0,0,0,0,0,0,0
H160TK73.04,0,0,0,0,0,0,0,0.032191338,0,0,0,0,0,0,0,0,0.004007757,0,0.000129282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339625081,0.359017453,0,0,0,0,0,0,0,0,0,0,0.050161603,0.208791209,0,0.000129282,0.005946994,0,0,0,0,0,0,0,0,0,0,0,0,0
C160T0JB.04,0,0,0,0,0,0,0,0.007106543,0,0,0,0,0,0,0,0,0.012737113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002241294,0,0,0,0,0,0,0,0.925763953,0.022631608,0,0,0,0,0,0,0,0,0,0,0.007215875,0.018941672,0,0,0.003361942,0,0,0,0,0,0,0,0,0,0,0,0,0
F160SJLB.04,0,0,0,0,0,0,0,0.763733235,0,0,0,0,0,0,0,0,0.001417286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002020944,0,0,0,0,0,0,0,0.177843101,0.003018293,0,2.62E-05,0,0,0,0,0,0,0,0,0,0.051468465,0,0,0.000472429,0,0,0,0,0,0,0,0,0,0,0,0,0
B160SW2S.04,0,0,0,0,0,0,0,0.109215515,0,0,0,0,0,0,0,0,0.016258384,0,0,0,0,0,0.014654418,0,0,0,0,0,0,0,0,0,0,0.119349665,0,0,0,0,0,0,0,0.70501604,0.007655293,0,0,0,0,0,0,0,0,0,0,0,0.027850685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E160T9MR.04,0,0,0,0.010138297,0,0,0,0.010866174,0,0,0,0,0,0,0,0,0.009566393,0,0.006550899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.888738692,0.002963502,0.001455755,0,0,0,0,0,0,0,0,0,0.056046584,0.009982323,0,0,0,0,0,0,0,0,0,0.002131642,0,0,0,0,0,0.001559738
F160SKKD.04,0,0,0,0,0,0,0,0.064869834,0.004136437,0,0,0,0,0,0,0,0.000656577,0,0,0.000820722,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009487541,0,0,0,0,0,0,0,0.902235646,0.011325958,0.000787893,0,0,0,0,0,0,0,0,0,0.001181839,0.002101047,0,0.002330849,6.57E-05,0,0,0,0,0,0,0,0,0,0,0,0,0
K160T4P2.04,0,0,0,0,0,0,0,0.001241652,0,0,0,0,0,0,0,0,0.000234907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.949931206,3.36E-05,0,0.000100675,0,0,0,0,0,0,0,0,0.003758515,6.71E-05,0,0,0.04463237,0,0,0,0,0,0,0,0,0,0,0,0,0
J160T9QG.04,0,0,0,0,0,0,0,0.02852349,0,0,0,0,0,0,0,0,0.054530201,0,0.000119847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65915628,0.024688399,0,0.05105465,0,0,0,0,0,0,0,0,0.01653883,0.162751678,0,0,0.002396932,0,0,0,0,0,0,0.000239693,0,0,0,0,0,0
D160SYQ3.04,0,0,0,0,0,0,0,0.039532425,0,0,0,0,0,0,0,0,0.001644737,0,5.87E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.782366071,0.01662359,0,0.001585996,0,0,0,0,0,0,0,0,0,0.150199718,0,0.0078125,0.000176222,0,0,0,0,0,0,0,0,0,0,0,0,0
H160SPMX.04,0,0,0,0,0,0,0,0.025610833,0,0,0,0,0.000441566,0,0,0,0.002796585,0,0.013688549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.947012069,0.003679717,0.00117751,0,0,0,0,0,0,0.002060642,0,0,0,0.000883132,0,0,0.002649397,0,0,0,0,0,0,0,0,0,0,0,0,0
H160SL96.04,0,0,0,0,0,0,0,0.044828756,0,0,0,0,0,0,0,0,0,0,0.00671414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9356392,0.002577145,0,0,0,0,0,0,0,0,0,0,0,0.01013903,0,0,0.000101729,0,0,0,0,0,0,0,0,0,0,0,0,0
J160SWMB.04,0,0,0,0,0,0,0,0.678769902,0,0,0,0,0,0,0,0,0.001466026,0,0,0,0,0,3.41E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313456752,0.00272749,0,0.001022809,0,0,0,0,0,0,0,0,0.000136374,0.001295558,0,0.001090996,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G160SHHM.04,0,0,0,0,0,0,0,0.065012421,0,0,0,0,0,0,0,0,0.001383243,0,0.001947832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002258356,0,0,0,0,0,0,0,0.86269196,0.000903342,0,0.000225836,0,0,0,0,0,0,0,0,0.000762195,0.000112918,0,0,0.064673668,0,0,0,0,0,0,2.82E-05,0,0,0,0,0,0
D160TMMD.04,0,0,0,0,0,0,0,0.097774425,0,0,0,0,0.000301773,0,0,0,0.032591475,0,0.005582799,0.001810637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.790607318,0.004300264,0,0,0,0,0,0,0,0,0,0,0.052772539,0.01075066,0,0,0.00350811,0,0,0,0,0,0,0,0,0,0,0,0,0
A160STXC.04,0,0,0,0,0,0,0,0.002000232,0,0,0,0,0,0,0,0,0.000318878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.988317486,0.001884276,0,8.70E-05,0,0,0,0,0,0,0,0,0,0.006986317,0,0,0.000405844,0,0,0,0,0,0,0,0,0,0,0,0,0
H160TDGL.04,0,0,0,0,0,0,0,0.607965363,0,0,0,0,0,0,0,0,0.003746238,0,0.016643125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.094699994,0.000245655,0,0.002794325,0,0,0,0,0,0,0,0,0.010071854,0.1653258,0,0,0.083676227,0,0,0,0,0,0,0,0,0,0,0.011330836,0,0.003500583
E160SPNT.04,0,0,0,0,0,0,0,0.109989269,0,0,0,0,0,0,0,0,0.001268169,0,0.001560823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878353331,0.005657985,0.000634084,0,0,0,0,0,0,0,0,0,0.001658375,9.76E-05,0,0,0.000780412,0,0,0,0,0,0,0,0,0,0,0,0,0
